0,2
1,3
2,2
3,3
4,3
5,3
6,4
7,1
8,2
9,1
10,1
11,4
12,2
13,3
14,1
15,4
16,1
17,1
18,2
19,2
20,3
21,3
22,1
23,2
25,3
26,3
27,2
28,2
29,2
30,3
31,3
32,3
33,5
34,2
35,3
36,3
37,2
38,2
39,1
40,3
41,2
42,2
43,1
44,2
45,2
46,2
47,2
48,2
49,2
50,1
51,2
52,4
53,2
54,5
55,5
56,2
57,2
58,1
59,1
60,2
61,3
62,3
63,1
64,1
65,1
66,2
67,2
68,2
69,2
70,2
72,2
73,2
74,2
75,2
76,2
77,2
78,1
79,2
80,2
81,2
82,2
83,2
84,2
85,3
86,1
87,1
89,2
90,2
91,2
92,3
93,2
94,4
95,4
96,5
97,2
98,3
99,3
100,2
101,2
102,2
103,3
104,3
105,2
106,2
107,2
108,3
109,3
110,3
111,1
112,2
113,2
114,2
115,2
116,5
118,2
121,2
123,3
126,1
127,2
128,2
129,3
130,3
131,2
132,3
133,2
134,2
135,2
136,2
138,1
139,2
140,2
141,2
142,2
143,2
144,2
145,2
146,2
148,3
149,3
150,4
151,2
152,4
153,3
154,3
155,4
156,1
157,2
158,2
159,2
160,3
161,3
162,2
163,2
165,1
166,1
168,3
170,4
173,2
174,4
175,2
176,2
177,4
178,2
179,3
181,3
183,1
184,1
185,1
186,1
187,3
188,3
189,3
190,2
191,2
192,2
194,3
196,4
197,3
198,3
199,2
200,2
202,3
203,3
204,2
205,1
207,2
208,1
209,3
210,2
211,3
212,2
213,2
214,2
215,2
216,2
217,3
218,2
219,2
220,1
221,2
222,4
223,4
224,3
225,2
226,2
227,2
228,2
231,2
232,4
234,2
235,2
236,3
237,1
238,2
239,3
241,3
242,2
243,2
244,2
245,3
246,2
247,2
248,3
249,4
250,4
252,4
253,2
254,3
255,2
256,2
257,2
258,3
259,4
260,4
262,4
263,3
264,3
265,3
267,2
268,4
269,3
270,3
272,3
273,3
274,3
275,4
276,3
277,3
279,3
280,5
281,2
282,1
283,2
284,2
285,3
286,2
287,2
288,3
289,2
290,2
291,2
292,3
293,2
294,2
295,2
296,2
297,1
298,1
300,4
301,4
303,2
304,2
306,1
307,2
308,2
309,2
310,2
311,2
312,2
313,2
314,3
315,2
317,4
318,2
319,3
320,2
321,2
322,2
326,4
327,3
329,1
331,3
334,1
335,1
338,3
339,3
342,2
343,2
344,3
345,2
346,3
347,3
348,1
349,3
350,2
351,2
352,1
354,2
355,2
357,3
358,3
359,3
361,2
362,3
363,3
365,2
366,4
367,4
368,4
369,2
370,2
371,2
372,2
376,2
377,2
378,2
379,2
380,3
381,1
382,2
384,3
387,3
388,3
389,2
390,3
391,2
392,2
395,2
396,2
397,3
398,2
399,2
400,3
401,2
402,2
404,2
405,3
406,4
407,1
408,2
410,2
411,2
414,3
415,3
416,3
417,2
418,2
419,1
420,1
421,2
422,2
423,2
425,2
426,2
427,2
428,2
429,2
430,2
431,2
432,3
433,2
434,4
439,2
441,2
442,2
443,2
444,2
445,1
447,3
448,1
449,4
451,3
452,2
453,4
454,4
455,2
456,5
457,5
458,4
459,4
460,3
461,3
462,3
463,3
464,3
465,3
467,4
468,4
470,1
471,3
473,2
474,2
476,3
477,2
478,2
479,1
481,1
482,4
483,4
487,4
488,2
490,1
491,2
492,4
493,5
494,2
496,4
497,4
499,2
500,2
501,2
502,2
503,3
506,3
507,3
508,2
510,2
511,2
512,3
513,4
514,2
515,3
516,3
518,3
519,2
520,2
521,2
522,2
524,3
525,3
526,4
527,4
528,3
529,2
531,1
532,2
534,2
536,3
537,2
538,2
539,2
540,3
543,2
545,4
547,2
551,2
552,2
553,2
554,2
555,4
556,3
559,3
560,3
561,3
562,2
563,2
564,2
565,2
566,2
568,2
569,2
570,4
571,4
572,3
573,3
574,1
575,2
576,3
578,3
579,2
580,2
583,3
584,3
586,3
587,4
588,2
589,2
590,3
592,3
593,3
594,3
596,3
598,4
601,2
602,2
603,3
604,3
605,3
606,2
607,2
611,3
613,3
614,3
615,2
619,2
620,2
621,3
623,2
624,2
625,4
626,4
628,2
629,2
630,5
631,4
632,2
633,2
635,2
636,2
640,2
646,2
647,4
648,4
649,2
650,2
652,2
653,2
654,2
656,2
658,2
661,3
662,3
663,3
664,2
666,2
667,2
668,3
669,3
670,3
671,2
672,5
673,2
674,2
675,2
676,2
677,2
680,3
682,2
687,2
688,2
689,1
690,2
691,1
693,2
694,4
695,4
696,3
697,3
699,3
701,3
703,2
704,2
706,3
707,3
710,2
711,2
713,2
714,4
715,2
717,2
718,2
719,3
721,2
722,3
723,4
724,2
725,2
727,2
728,2
729,2
732,1
733,2
734,2
738,3
739,3
740,3
743,2
744,2
747,2
748,2
749,2
750,1
751,1
752,3
753,2
756,2
757,2
758,3
761,3
762,2
764,1
766,4
767,2
769,2
770,2
771,3
772,4
773,4
774,4
775,2
776,2
778,1
780,1
782,2
783,2
784,2
785,2
786,2
790,3
793,1
794,2
795,3
796,4
797,2
798,2
803,1
804,2
805,2
806,3
807,2
808,3
810,2
812,3
814,2
815,2
816,2
817,2
818,3
821,2
822,3
825,1
828,1
832,1
833,2
834,2
835,3
836,2
837,2
839,2
840,2
843,3
844,2
845,3
847,3
851,5
853,1
855,2
857,4
859,2
860,3
861,2
862,3
864,2
865,3
866,2
867,2
868,2
870,2
872,3
873,3
875,1
877,2
878,2
881,3
882,2
883,2
884,2
886,2
887,2
889,2
890,2
