0,3.0
1,4.0
2,3.0
3,4.0
4,4.0
5,4.0
6,5.0
7,1.0
8,3.0
9,2.0
10,1.0
11,5.0
12,3.0
13,4.0
14,2.0
15,5.0
16,1.0
17,1.0
18,4.0
19,4.0
20,4.0
21,4.0
22,3.0
23,3.0
25,4.0
26,4.0
27,3.0
28,3.0
29,3.0
30,4.0
31,4.0
32,4.0
33,5.0
34,3.0
35,4.0
36,4.0
37,3.0
38,3.0
39,2.0
40,4.0
41,3.0
42,3.0
43,1.0
44,3.0
45,3.0
46,3.0
47,3.0
48,3.0
49,3.0
50,2.0
51,3.0
52,4.0
53,3.0
54,5.0
55,5.0
56,3.0
57,3.0
58,2.0
59,2.0
60,3.0
61,4.0
62,4.0
63,1.0
64,1.0
65,1.0
66,3.0
67,3.0
68,3.0
69,3.0
70,4.0
72,3.0
73,3.0
74,4.0
75,3.0
76,3.0
77,3.0
78,1.0
79,4.0
80,3.0
81,3.0
82,3.0
83,3.0
84,3.0
85,4.0
86,3.0
87,3.0
89,3.0
90,3.0
91,3.0
92,4.0
93,3.0
94,5.0
95,5.0
96,5.0
97,3.0
98,4.0
99,4.0
100,3.0
101,3.0
102,3.0
103,4.0
104,4.0
105,3.0
106,3.0
107,3.0
108,4.0
109,4.0
110,4.0
111,2.0
112,3.0
113,3.0
114,3.0
115,3.0
116,5.0
118,3.0
121,3.0
123,4.0
126,2.0
127,3.0
128,3.0
129,4.0
130,4.0
131,3.0
132,4.0
133,3.0
134,3.0
135,3.0
136,3.0
138,3.0
139,3.0
140,3.0
141,3.0
142,3.0
143,3.0
144,3.0
145,3.0
146,3.0
148,4.0
149,4.0
150,5.0
151,3.0
152,5.0
153,4.0
154,4.0
155,5.0
156,3.0
157,4.0
158,4.0
159,4.0
160,4.0
161,4.0
162,3.0
163,3.0
165,2.0
166,2.0
168,4.0
170,5.0
173,3.0
174,5.0
175,3.0
176,3.0
177,5.0
178,4.0
179,4.0
181,4.0
183,1.0
184,1.0
185,1.0
186,1.0
187,4.0
188,4.0
189,4.0
190,4.0
191,3.0
192,3.0
194,4.0
196,5.0
197,4.0
198,4.0
199,3.0
200,3.0
202,4.0
203,4.0
204,3.0
205,1.0
207,3.0
208,3.0
209,4.0
210,3.0
211,4.0
212,3.0
213,4.0
214,4.0
215,4.0
216,3.0
217,4.0
218,4.0
219,4.0
220,3.0
221,3.0
222,5.0
223,5.0
224,4.0
225,3.0
226,3.0
227,3.0
228,3.0
231,3.0
232,5.0
234,3.0
235,3.0
236,4.0
237,2.0
238,3.0
239,4.0
241,4.0
242,3.0
243,3.0
244,4.0
245,4.0
246,3.0
247,3.0
248,4.0
249,5.0
250,5.0
252,5.0
253,4.0
254,4.0
255,3.0
256,3.0
257,4.0
258,4.0
259,5.0
260,5.0
262,5.0
263,4.0
264,4.0
265,4.0
267,3.0
268,5.0
269,4.0
270,4.0
272,4.0
273,4.0
274,4.0
275,5.0
276,4.0
277,4.0
279,4.0
280,5.0
281,3.0
282,3.0
283,3.0
284,3.0
285,4.0
286,4.0
287,3.0
288,4.0
289,3.0
290,3.0
291,3.0
292,4.0
293,3.0
294,3.0
295,3.0
296,3.0
297,1.0
298,1.0
300,5.0
301,5.0
303,3.0
304,3.0
306,1.0
307,3.0
308,4.0
309,4.0
310,3.0
311,3.0
312,3.0
313,3.0
314,4.0
315,3.0
317,5.0
318,4.0
319,4.0
320,3.0
321,3.0
322,4.0
326,5.0
327,4.0
329,3.0
331,4.0
334,3.0
335,3.0
338,4.0
339,4.0
342,3.0
343,3.0
344,4.0
345,3.0
346,4.0
347,4.0
348,1.0
349,4.0
350,3.0
351,3.0
352,3.0
354,3.0
355,3.0
357,4.0
358,4.0
359,4.0
361,3.0
362,4.0
363,4.0
365,4.0
366,5.0
367,5.0
368,5.0
369,3.0
370,3.0
371,3.0
372,3.0
376,3.0
377,3.0
378,3.0
379,3.0
380,4.0
381,1.0
382,4.0
384,4.0
387,4.0
388,4.0
389,3.0
390,4.0
391,3.0
392,3.0
395,3.0
396,4.0
397,4.0
398,3.0
399,3.0
400,4.0
401,3.0
402,3.0
404,3.0
405,4.0
406,5.0
407,1.0
408,3.0
410,3.0
411,3.0
414,4.0
415,4.0
416,4.0
417,3.0
418,4.0
419,2.0
420,2.0
421,3.0
422,3.0
423,3.0
425,3.0
426,3.0
427,3.0
428,3.0
429,4.0
430,3.0
431,3.0
432,4.0
433,3.0
434,5.0
439,4.0
441,3.0
442,3.0
443,3.0
444,3.0
445,1.0
447,4.0
448,2.0
449,5.0
451,4.0
452,4.0
453,4.0
454,4.0
455,3.0
456,5.0
457,5.0
458,5.0
459,5.0
460,4.0
461,4.0
462,4.0
463,4.0
464,4.0
465,4.0
467,5.0
468,5.0
470,1.0
471,4.0
473,3.0
474,3.0
476,4.0
477,3.0
478,3.0
479,1.0
481,2.0
482,5.0
483,5.0
487,5.0
488,4.0
490,2.0
491,3.0
492,5.0
493,5.0
494,3.0
496,5.0
497,5.0
499,3.0
500,3.0
501,3.0
502,3.0
503,4.0
506,4.0
507,4.0
508,3.0
510,3.0
511,3.0
512,4.0
513,5.0
514,3.0
515,4.0
516,4.0
518,4.0
519,4.0
520,4.0
521,3.0
522,3.0
524,4.0
525,4.0
526,5.0
527,5.0
528,4.0
529,3.0
531,1.0
532,3.0
534,4.0
536,4.0
537,4.0
538,4.0
539,3.0
540,4.0
543,4.0
545,5.0
547,3.0
551,3.0
552,3.0
553,3.0
554,3.0
555,5.0
556,4.0
559,4.0
560,4.0
561,4.0
562,3.0
563,3.0
564,3.0
565,3.0
566,3.0
568,3.0
569,4.0
570,5.0
571,5.0
572,4.0
573,4.0
574,3.0
575,3.0
576,4.0
578,4.0
579,4.0
580,3.0
583,4.0
584,4.0
586,4.0
587,5.0
588,3.0
589,3.0
590,4.0
592,4.0
593,4.0
594,4.0
596,4.0
598,4.0
601,3.0
602,3.0
603,4.0
604,4.0
605,4.0
606,4.0
607,3.0
611,4.0
613,4.0
614,4.0
615,3.0
619,3.0
620,3.0
621,4.0
623,3.0
624,3.0
625,5.0
626,5.0
628,3.0
629,3.0
630,
631,5.0
632,4.0
633,4.0
635,3.0
636,4.0
